market_code,股票代码,所属概念数量,code,所属概念
151,920007.BJ,5,920007,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益
17,688409.SH,7,688409,光刻机;芯片概念;专精特新;DeepSeek概念;回购增持再贷款概念;沪股通;融资融券
17,688796.SH,11,688796,科创次新股;CRO概念;基因测序;智能医疗;注册制次新股;AI智能体;2025年报预增;人民币贬值受益;沪股通;新股与次新股;融资融券
33,300323.SZ,14,300323,MicroLED概念;MiniLED;第三代半导体;共封装光学(CPO);AI眼镜;智能穿戴;消费电子概念;汽车电子;芯片概念;虚拟现实;华为概念;国企改革;深股通;融资融券
33,302132.SZ,19,302132,军民融合;成飞概念;大飞机;军工;央企国企改革;无人机;商业航天;低空经济;国企改革;西部大开发;人形机器人;机器人概念;传感器;专精特新;DeepSeek概念;融资融券;股权转让(并购重组);深股通;中字头股票
33,002126.SZ,24,002126,液冷服务器;数据中心;东数西算(算力);汽车热管理;小米汽车;充电桩;工业互联网;低空经济;小米概念;人形机器人;机器人概念;比亚迪概念;新能源汽车;华为汽车;长安汽车概念;燃料电池;储能;特斯拉概念;创投;氢能源;宁德时代概念;回购增持再贷款概念;深股通;融资融券
33,002392.SZ,12,002392,小金属概念;固态电池;芯片概念;锂电池概念;回购增持再贷款概念;特钢概念;AI智能体;人工智能;碳中和;中俄贸易概念;参股券商;深股通
17,601179.SH,22,601179,柔性直流输电;特高压;智能电网;核电;可控核聚变;风电;数据中心;水利;东数西算(算力);储能;光伏概念;量子科技;中字头股票;超级电容;高端装备;央企国企改革;芯片概念;西部大开发;国企改革;同花顺中特估100;融资融券;沪股通
33,002870.SZ,21,002870,人形机器人;智能座舱;特斯拉概念;芯片概念;信创;机器人概念;长安汽车概念;华为汽车;人工智能;汽车电子;低空经济;比亚迪概念;飞行汽车(eVTOL);数字经济;新能源汽车;充电桩;高压快充;跨境电商;人民币贬值受益;三胎概念;回购增持再贷款概念
33,300567.SZ,21,300567,国家大基金持股;中芯国际概念;先进封装;存储芯片;OLED;MiniLED;柔性屏(折叠屏);芯片概念;MR(混合现实);富士康概念;苹果概念;AI眼镜;小米概念;虚拟现实;机器视觉;华为概念;比亚迪概念;宁德时代概念;锂电池概念;深股通;融资融券
17,688266.SH,5,688266,细胞免疫治疗;创新药;重组蛋白;沪股通;融资融券
33,002293.SZ,6,002293,高股息精选;三胎概念;网红经济;深股通;融资融券;智能家居
17,601609.SH,30,601609,稀土永磁;金属铜;金属回收;高铁;可控核聚变;核电;PEEK材料;海工装备;2025年报预增;低空经济;无人机;苹果概念;铜缆高速连接;新能源汽车;比亚迪概念;液冷服务器;特斯拉概念;小米汽车;芯片概念;光伏概念;人形机器人;机器人概念;回购增持再贷款概念;特高压;人工智能;高压快充;数字经济;东数西算(算力);融资融券;沪股通
33,300943.SZ,16,300943,商业航天;卫星导航;汽车热管理;核电;芯片概念;军工;无人机;传感器;新能源汽车;军民融合;智慧城市;燃料电池;氢能源;天然气;股权转让(并购重组);融资融券
33,300285.SZ,15,300285,5G;3D打印;消费电子概念;芯片概念;固态电池;宁德时代概念;牙科医疗;锂电池概念;商业航天;比亚迪概念;新能源汽车;卫星导航;氢能源;深股通;融资融券
151,920299.BJ,6,920299,商业航天;智能电网;融资融券;数据中心;特高压;阿里巴巴概念
33,002129.SZ,13,002129,HJT电池;TOPCON电池;BC电池;硅能源;光伏概念;绿色电力;同花顺漂亮100;一带一路;商业航天;芯片概念;中芯国际概念;深股通;融资融券
17,688545.SH,10,688545,国家大基金持股;存储芯片;中芯国际概念;芯片概念;光刻胶;独角兽概念;国企改革;磷化工;沪股通;融资融券
17,688509.SH,22,688509,智慧城市;数字经济;数字乡村;数据要素;人工智能;物联网;时空大数据;DeepSeek概念;信创;空间计算;华为概念;华为欧拉;低空经济;无人机;PPP概念;地下管网;军工信息化;卫星导航;国企改革;碳交易;央企国企改革;融资融券
33,002939.SZ,5,002939,期货概念;国企改革;央企国企改革;融资融券;深股通
17,601606.SH,8,601606,兵装重组概念;军民融合;央企国企改革;军工;国企改革;新能源汽车;沪股通;融资融券
33,002975.SZ,39,002975,先进封装;存储芯片;PCB概念;富士康概念;液冷服务器;英伟达概念;苹果概念;5G;汽车电子;芯片概念;毫米波雷达;消费电子概念;AI眼镜;智能座舱;无线耳机;新型烟草(电子烟);小米概念;MR(混合现实);工业母机;无人驾驶;比亚迪概念;机器视觉;人形机器人;华为概念;特斯拉概念;新能源汽车;虚拟现实;新型工业化;2025年报预增;阿里巴巴概念;腾讯概念;机器人概念;减速器;粤港澳大湾区;高端装备;人工智能;横琴新区;一带一路;深股通
17,601858.SH,14,601858,知识产权保护;文化传媒概念;国资云;在线教育;中字头股票;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券
33,001210.SZ,8,001210,建筑节能;京津冀一体化;数据中心;工业互联网;储能;液冷服务器;新疆振兴;2025年报预增
151,920174.BJ,7,920174,专精特新;中俄贸易概念;股权转让(并购重组);一带一路;融资融券;雅下水电概念;水利
17,688319.SH,8,688319,专精特新;西部大开发;幽门螺杆菌概念;流感;创新药;生物疫苗;沪股通;融资融券
17,603798.SH,5,603798,回购增持再贷款概念;氢能源;燃料电池;军民融合;军工
33,301179.SZ,30,301179,柔性直流输电;虚拟电厂;电力物联网;智能电网;特高压;光伏建筑一体化;风电;充电桩;绿色电力;数据安全;网络安全;数据中心;多模态AI;光伏概念;数字经济;储能;物联网;DeepSeek概念;数字孪生;AI应用;人工智能;5G;低空经济;无人机;专精特新;新型工业化;机器人概念;2026一季报预增;深股通;融资融券
33,301369.SZ,8,301369,芯片概念;第三代半导体;专精特新;中芯国际概念;创投;2025年报预增;深股通;融资融券
17,688519.SH,11,688519,PCB概念;MiniLED;存储芯片;共封装光学(CPO);5G;华为概念;专精特新;2025年报预增;新能源汽车;沪股通;融资融券
33,300693.SZ,13,300693,数据中心;高压快充;虚拟电厂;宁德时代概念;充电桩;储能;比亚迪概念;换电概念;新能源汽车;专精特新;锂电池概念;深股通;融资融券
33,300568.SZ,14,300568,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;回购增持再贷款概念;氢能源;新能源汽车;芯片概念;机器人概念;DeepSeek概念;融资融券;深股通
151,920284.BJ,7,920284,锂电池概念;人造肉;专精特新;宁德时代概念;融资融券;固态电池;新型工业化
17,605208.SH,12,605208,金属回收;一体化压铸;长安汽车概念;新能源汽车;汽车热管理;2025年报预增;比亚迪概念;机器人概念;减速器;人形机器人;一带一路;融资融券
33,002283.SZ,11,002283,比亚迪概念;高端装备;新能源汽车;工业互联网;机器人概念;回购增持再贷款概念;减速器;绿色电力;深股通;高股息精选;融资融券
17,603920.SH,30,603920,共封装光学(CPO);PCB概念;毫米波雷达;5G;OLED;汽车电子;数据中心;人形机器人;智能座舱;商业航天;东数西算(算力);AI眼镜;无人驾驶;特斯拉概念;新能源汽车;飞行汽车(eVTOL);无人机;机器人概念;低空经济;光伏概念;充电桩;储能;粤港澳大湾区;海峡两岸;脑机接口;人民币贬值受益;国企改革;股权转让(并购重组);融资融券;沪股通
33,002431.SZ,20,002431,土地流转;ST板块;体育产业;PPP概念;旅游概念;乡村振兴;新疆振兴;地下管网;土壤修复;横琴新区;雄安新区;新型城镇化;国企改革;职业教育;碳交易;特色小镇;水利;粤港澳大湾区;元宇宙;虚拟现实
17,688141.SH,14,688141,汽车芯片;芯片概念;消费电子概念;小米概念;智能座舱;汽车电子;专精特新;华为概念;无人驾驶;锂电池概念;新能源汽车;储能;沪股通;融资融券
33,300687.SZ,27,300687,多模态AI;华为昇腾;华为盘古;ERP概念;华为欧拉;ChatGPT概念;财税数字化;AIGC概念;华为鲲鹏;AI智能体;信创;鸿蒙概念;AI应用;DeepSeek概念;华为概念;人工智能;C2M概念;智能医疗;新型工业化;工业互联网;机器人概念;粤港澳大湾区;创投;PCB概念;宁德时代概念;融资融券;深股通
22,600187.SH,8,600187,PPP概念;ST板块;污水处理;黑龙江自贸区;空气能热泵;独角兽概念;储能;股权转让(并购重组)
33,002501.SZ,5,002501,ST板块;军工;新能源汽车;光伏概念;股权转让(并购重组)
33,301123.SZ,17,301123,铜缆高速连接;共封装光学(CPO);PCB概念;液冷服务器;消费电子概念;汽车电子;新型烟草(电子烟);小米概念;比亚迪概念;人形机器人;新能源汽车;机器人概念;宁德时代概念;储能;锂电池概念;深股通;融资融券
17,603823.SH,4,603823,PEEK材料;光刻胶;钠离子电池;沪股通
17,688381.SH,24,688381,AI手机;汽车芯片;AI眼镜;芯片概念;消费电子概念;汽车电子;智能座舱;5G;共封装光学(CPO);小米概念;传感器;虚拟现实;比亚迪概念;安防;专精特新;数据中心;海峡两岸;人形机器人;人民币贬值受益;小米汽车;机器人概念;回购增持再贷款概念;沪股通;融资融券
17,603530.SH,9,603530,柔性直流输电;特高压;抽水蓄能;智能电网;核电;风电;绿色电力;沪股通;融资融券
17,600550.SH,18,600550,柔性直流输电;特高压;智能电网;抽水蓄能;可控核聚变;核电;虚拟电厂;超超临界发电;2025年报预增;京津冀一体化;央企国企改革;雄安新区;海峡两岸;国企改革;乡村振兴;股权转让(并购重组);沪股通;融资融券
22,600537.SH,8,600537,ST板块;硅能源;光伏建筑一体化;绿色电力;光伏概念;钙钛矿电池;TOPCON电池;5G
33,300845.SZ,15,300845,军工信息化;军民融合;军工;航空发动机;大飞机;专精特新;车联网(车路协同);机器视觉;高铁;虚拟现实;数字孪生;人工智能;职业教育;元宇宙;一带一路
33,002788.SZ,8,002788,医药电商;冷链物流;医疗器械概念;养老概念;智能医疗;福建自贸区;海峡两岸;人工智能
33,300683.SZ,7,300683,细胞免疫治疗;CRO概念;重组蛋白;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组)
33,300502.SZ,10,300502,共封装光学(CPO);5G;芯片概念;数据中心;中国AI 50;2025年报预增;人民币贬值受益;深股通;西部大开发;融资融券
33,300287.SZ,38,300287,虚拟数字人;Web3.0;AIGC概念;数据要素;智慧政务;元宇宙;AI智能体;算力租赁;信创;在线教育;网络安全;鸿蒙概念;华为鲲鹏;DeepSeek概念;数字经济;人工智能;智慧城市;时空大数据;东数西算(算力);数字孪生;京津冀一体化;物联网;华为概念;虚拟现实;MCU芯片;数据中心;食品安全;低空经济;机器人概念;乡村振兴;智能电网;5G;芯片概念;卫星导航;军工;共封装光学(CPO);深股通;融资融券
22,603557.SH,2,603557,ST板块;三胎概念
17,603816.SH,5,603816,高股息精选;跨境电商;智能家居;沪股通;融资融券
22,600082.SH,5,600082,天津自贸区;创投;京津冀一体化;国企改革;ST板块
33,300661.SZ,14,300661,汽车芯片;存储芯片;共封装光学(CPO);无线耳机;OLED;芯片概念;汽车电子;消费电子概念;传感器;专精特新;人工智能;锂电池概念;融资融券;深股通
33,000908.SZ,9,000908,ST板块;眼科医疗;仿制药一致性评价;流感;创新药;医美概念;基因测序;消毒剂;医疗器械概念
22,600735.SH,10,600735,ST板块;中韩自贸区;石墨烯;旅游概念;三胎概念;养老概念;中俄贸易概念;跨境电商;人民币贬值受益;机器人概念
22,600730.SH,13,600730,职业教育;人工智能;AI应用;创投;信创;在线教育;物业管理;DeepSeek概念;化债概念(AMC概念);参股券商;国企改革;ST板块;股权转让(并购重组)
22,600084.SH,8,600084,白酒概念;ST板块;农业种植;化债概念(AMC概念);乡村振兴;新疆振兴;国企改革;西部大开发
33,000711.SZ,15,000711,土壤修复;小金属概念;污水处理;固废处理;无人机;金属回收;ST板块;黑龙江自贸区;PPP概念;金属锌;水利;一带一路;物联网;雄安新区;乡村振兴
22,603189.SH,34,603189,云办公;空间计算;在线教育;华为欧拉;华为鲲鹏;智慧政务;人脸识别;国产操作系统;ST板块;云计算;数字乡村;虚拟数字人;智慧城市;MR(混合现实);鸿蒙概念;信创;安防;元宇宙;数字孪生;AI智能体;AIGC概念;阿里巴巴概念;腾讯概念;虚拟现实;多模态AI;上海自贸区;物联网;人工智能;华为概念;创投;低空经济;乡村振兴;5G;无人机
22,600381.SH,3,600381,白酒概念;西部大开发;ST板块
33,002207.SZ,7,002207,俄乌冲突概念;页岩气;天然气;新疆振兴;西部大开发;国企改革;ST板块
33,002789.SZ,16,002789,建筑节能;粤港澳大湾区;横琴新区;ST板块;装配式建筑;充电桩;储能;养老概念;新型城镇化;人工智能;智慧城市;创投;绿色电力;智能电网;互联网金融;国企改革
22,603559.SH,5,603559,时空大数据;5G;ST板块;数据中心;云计算
33,002175.SZ,10,002175,股权转让(并购重组);物业管理;ST板块;西部大开发;智能物流;工业互联网;物联网;新能源汽车;高端装备;芯片概念
33,002112.SZ,10,002112,智能电网;风电;核电;光伏概念;储能;数据中心;专精特新;共同富裕示范区;国企改革;融资融券
33,300607.SZ,27,300607,人形机器人;华为欧拉;新型工业化;飞行汽车(eVTOL);机器人概念;华为鲲鹏;智谱AI;工业母机;低空经济;机器视觉;阿里巴巴概念;比亚迪概念;人工智能;新能源汽车;无人机;华为概念;工业互联网;高端装备;物联网;粤港澳大湾区;宁德时代概念;锂电池概念;富士康概念;一带一路;光伏概念;融资融券;深股通
22,603398.SH,10,603398,ST板块;医疗器械概念;光伏概念;区块链;机器人概念;人工智能;硅能源;三胎概念;TOPCON电池;IP经济(谷子经济)
33,002856.SZ,5,002856,新型城镇化;垃圾分类;粤港澳大湾区;国企改革;ST板块
151,920047.BJ,4,920047,重组蛋白;眼科医疗;融资融券;创新药
